,geography,geographic_area_name,occupied_housing_units,occupied_housing_units_moe,median_monthly_costs_occupied_units,median_monthly_costs_occupied_units_moe,occupied_units_percentage,occupied_units_percentage_moe,owner_occupied_units,owner_occupied_units_moe,median_monthly_costs_owner_occupied,median_monthly_costs_owner_occupied_moe,owner_occupied_units_percentage,owner_occupied_units_percentage_moe,median_monthly_costs_owner_percentage,median_monthly_costs_owner_percentage_moe,renter_occupied_units,renter_occupied_units_moe,no_cash_rent_renter_units,no_cash_rent_renter_units_moe,median_monthly_costs_renter_units,median_monthly_costs_renter_units_moe,renter_occupied_units_percentage,renter_occupied_units_percentage_moe,median_monthly_costs_renter_percentage,median_monthly_costs_renter_percentage_moe
0,1400000US12001000201,Census Tract 2.01; Alachua County; Florida,1960,365,878,113,1960,365,151,78,612,343,151,78,612,343,1809,362,40,52,893,184,1809,362,893,184
3088,1400000US48201252306,Census Tract 2523.06; Harris County; Texas,2428,390,1572,339,2428,390,1954,393,1756,323,1954,393,1756,323,474,198,0,23,1111,470,474,198,1111,470
3089,1400000US48201252400,Census Tract 2524; Harris County; Texas,2004,230,780,34,2004,230,1414,211,723,70,1414,211,723,70,590,227,0,21,1096,407,590,227,1096,407
3090,1400000US48201252500,Census Tract 2525; Harris County; Texas,1432,238,874,119,1432,238,880,239,664,329,880,239,664,329,552,168,26,26,974,68,552,168,974,68
3091,1400000US48201252601,Census Tract 2526.01; Harris County; Texas,1130,132,721,62,1130,132,771,173,751,64,771,173,751,64,359,162,0,15,677,380,359,162,677,380
3092,1400000US48201252602,Census Tract 2526.02; Harris County; Texas,1088,267,785,439,1088,267,807,277,664,127,807,277,664,127,281,160,0,15,1167,409,281,160,1167,409
3093,1400000US48201252700,Census Tract 2527; Harris County; Texas,1792,324,963,85,1792,324,1175,178,851,203,1175,178,851,203,617,297,23,27,995,140,617,297,995,140
3094,1400000US48201252800,Census Tract 2528; Harris County; Texas,2349,189,907,155,2349,189,1730,253,842,192,1730,253,842,192,619,249,275,206,1073,121,619,249,1073,121
3095,1400000US48201252901,Census Tract 2529.01; Harris County; Texas,899,130,788,289,899,130,695,188,794,295,695,188,794,295,204,136,152,110,1018,649,204,136,1018,649
3096,1400000US48201252902,Census Tract 2529.02; Harris County; Texas,1957,203,1168,151,1957,203,1600,218,1101,147,1600,218,1101,147,357,158,10,16,1407,245,357,158,1407,245
3097,1400000US48201253000,Census Tract 2530; Harris County; Texas,1765,239,1012,295,1765,239,1024,202,884,317,1024,202,884,317,741,227,72,58,1119,322,741,227,1119,322
3098,1400000US48201253101,Census Tract 2531.01; Harris County; Texas,1970,387,1612,85,1970,387,1278,237,1479,189,1278,237,1479,189,692,305,161,247,1829,131,692,305,1829,131
3099,1400000US48201253102,Census Tract 2531.02; Harris County; Texas,2105,324,1834,150,2105,324,1955,326,1782,161,1955,326,1782,161,150,134,0,21,2677,196,150,134,2677,196
3100,1400000US48201253201,Census Tract 2532.01; Harris County; Texas,2244,310,1651,305,2244,310,1819,279,1599,438,1819,279,1599,438,425,229,14,25,1745,615,425,229,1745,615
3101,1400000US48201253202,Census Tract 2532.02; Harris County; Texas,1908,428,921,437,1908,428,943,355,484,130,943,355,484,130,965,444,26,73,1320,134,965,444,1320,134
3102,1400000US48201253300,Census Tract 2533; Harris County; Texas,1314,162,1296,338,1314,162,1124,168,1104,277,1124,168,1104,277,190,71,0,15,1704,90,190,71,1704,90
3103,1400000US48201253501,Census Tract 2535.01; Harris County; Texas,3023,515,1367,110,3023,515,1204,531,1013,697,1204,531,1013,697,1819,317,0,21,1424,78,1819,317,1424,78
3104,1400000US48201253502,Census Tract 2535.02; Harris County; Texas,1252,379,1104,259,1252,379,710,387,1147,613,710,387,1147,613,542,131,0,15,1035,214,542,131,1035,214
3105,1400000US48201253601,Census Tract 2536.01; Harris County; Texas,1841,292,1292,138,1841,292,914,228,1026,701,914,228,1026,701,927,223,0,15,1314,90,927,223,1314,90
3106,1400000US48201253602,Census Tract 2536.02; Harris County; Texas,1702,230,961,78,1702,230,71,67,1789,1053,71,67,1789,1053,1631,239,0,15,948,75,1631,239,948,75
3107,1400000US48201253700,Census Tract 2537; Harris County; Texas,2255,348,1244,162,2255,348,920,192,1228,508,920,192,1228,508,1335,362,7,14,1247,174,1335,362,1247,174
3108,1400000US48201253800,Census Tract 2538; Harris County; Texas,2931,323,1116,119,2931,323,1877,257,1146,167,1877,257,1146,167,1054,371,73,81,1079,191,1054,371,1079,191
3109,1400000US48201253900,Census Tract 2539; Harris County; Texas,1504,212,1169,71,1504,212,857,188,1079,119,857,188,1079,119,647,152,0,15,1245,100,647,152,1245,100
3110,1400000US48201254000,Census Tract 2540; Harris County; Texas,1422,241,1029,121,1422,241,595,182,1094,257,595,182,1094,257,827,225,0,15,983,145,827,225,983,145
3111,1400000US48201254100,Census Tract 2541; Harris County; Texas,1982,253,1032,97,1982,253,966,194,852,373,966,194,852,373,1016,226,89,65,1101,89,1016,226,1101,89
3112,1400000US48201254200,Census Tract 2542; Harris County; Texas,912,98,772,176,912,98,706,97,588,136,706,97,588,136,206,72,8,12,1442,141,206,72,1442,141
3113,1400000US48201254300,Census Tract 2543; Harris County; Texas,1834,162,1000,100,1834,162,1056,209,1002,187,1056,209,1002,187,778,151,18,33,998,110,778,151,998,110
3114,1400000US48201254400,Census Tract 2544; Harris County; Texas,1088,194,603,204,1088,194,686,188,372,30,686,188,372,30,402,109,7,11,937,79,402,109,937,79
3115,1400000US48201254600,Census Tract 2546; Harris County; Texas,1244,216,867,187,1244,216,707,229,575,164,707,229,575,164,537,164,35,34,1146,282,537,164,1146,282
3116,1400000US48201254700,Census Tract 2547; Harris County; Texas,897,116,1067,126,897,116,505,73,1380,186,505,73,1380,186,392,104,11,17,997,81,392,104,997,81
3117,1400000US48201254800,Census Tract 2548; Harris County; Texas,915,119,778,229,915,119,586,106,485,72,586,106,485,72,329,70,8,12,1213,191,329,70,1213,191
3118,1400000US48201310101,Census Tract 3101.01; Harris County; Texas,1519,228,1701,192,1519,228,631,154,-,**,631,154,-,**,888,212,63,87,1690,116,888,212,1690,116
3119,1400000US48201310102,Census Tract 3101.02; Harris County; Texas,1282,223,1607,114,1282,223,447,176,1672,918,447,176,1672,918,835,202,48,46,1582,193,835,202,1582,193
3120,1400000US48201310200,Census Tract 3102; Harris County; Texas,1126,155,2417,221,1126,155,720,95,2316,315,720,95,2316,315,406,131,24,29,2513,262,406,131,2513,262
3121,1400000US48201310300,Census Tract 3103; Harris County; Texas,2041,230,1076,112,2041,230,845,141,1294,554,845,141,1294,554,1196,241,107,81,1038,103,1196,241,1038,103
3122,1400000US48201310400,Census Tract 3104; Harris County; Texas,1541,358,1034,386,1541,358,667,209,750,683,667,209,750,683,874,327,53,56,1079,170,874,327,1079,170
3123,1400000US48201310500,Census Tract 3105; Harris County; Texas,1338,247,637,80,1338,247,680,261,581,393,680,261,581,393,658,163,28,37,665,106,658,163,665,106
3124,1400000US48201310600,Census Tract 3106; Harris County; Texas,2107,366,925,138,2107,366,878,138,720,392,878,138,720,392,1229,373,25,27,949,139,1229,373,949,139
3125,1400000US48201310700,Census Tract 3107; Harris County; Texas,1545,401,918,201,1545,401,914,412,-,**,914,412,-,**,631,118,0,15,938,81,631,118,938,81
3126,1400000US48201310800,Census Tract 3108; Harris County; Texas,1136,95,982,77,1136,95,374,82,929,777,374,82,929,777,762,91,44,59,985,64,762,91,985,64
3127,1400000US48201310900,Census Tract 3109; Harris County; Texas,1934,260,813,168,1934,260,934,253,588,293,934,253,588,293,1000,194,83,112,895,186,1000,194,895,186
3128,1400000US48201311001,Census Tract 3110.01; Harris County; Texas,1102,228,739,362,1102,228,539,227,545,58,539,227,545,58,563,157,0,15,1028,104,563,157,1028,104
3129,1400000US48201311002,Census Tract 3110.02; Harris County; Texas,1101,280,695,122,1101,280,611,246,466,256,611,246,466,256,490,192,27,45,1012,306,490,192,1012,306
3130,1400000US48201311100,Census Tract 3111; Harris County; Texas,1631,152,660,107,1631,152,814,156,420,60,814,156,420,60,817,173,55,44,870,146,817,173,870,146
3131,1400000US48201311200,Census Tract 3112; Harris County; Texas,1601,306,902,226,1601,306,733,119,581,134,733,119,581,134,868,324,7,11,1013,144,868,324,1013,144
3132,1400000US48201311300,Census Tract 3113; Harris County; Texas,1284,148,678,196,1284,148,955,221,495,125,955,221,495,125,329,144,13,24,891,496,329,144,891,496
3133,1400000US48201311400,Census Tract 3114; Harris County; Texas,520,90,803,233,520,90,193,75,539,176,193,75,539,176,327,98,2,3,853,80,327,98,853,80
3134,1400000US48201311501,Census Tract 3115.01; Harris County; Texas,896,168,904,142,896,168,504,151,829,548,504,151,829,548,392,206,6,11,954,132,392,206,954,132
3135,1400000US48201311502,Census Tract 3115.02; Harris County; Texas,1121,120,973,165,1121,120,551,165,1251,809,551,165,1251,809,570,159,23,41,961,171,570,159,961,171
3136,1400000US48201311600,Census Tract 3116; Harris County; Texas,1494,333,881,20,1494,333,0,15,-,**,0,15,-,**,1494,333,3,22,881,20,1494,333,881,20
3137,1400000US48201311701,Census Tract 3117.01; Harris County; Texas,1173,150,822,77,1173,150,511,100,711,375,511,100,711,375,662,162,37,41,869,226,662,162,869,226
3138,1400000US48201311702,Census Tract 3117.02; Harris County; Texas,683,190,1049,348,683,190,49,47,1323,881,49,47,1323,881,634,196,34,48,1034,396,634,196,1034,396
3139,1400000US48201311800,Census Tract 3118; Harris County; Texas,1409,197,916,84,1409,197,533,127,476,173,533,127,476,173,876,185,0,15,1002,150,876,185,1002,150
3140,1400000US48201311900,Census Tract 3119; Harris County; Texas,596,62,755,263,596,62,360,62,522,46,360,62,522,46,236,73,0,15,1156,149,236,73,1156,149
3141,1400000US48201312000,Census Tract 3120; Harris County; Texas,670,114,1367,377,670,114,452,106,1750,693,452,106,1750,693,218,58,6,9,1045,158,218,58,1045,158
3142,1400000US48201312200,Census Tract 3122; Harris County; Texas,610,117,866,67,610,117,101,45,441,41,101,45,441,41,509,114,57,39,884,111,509,114,884,111
3143,1400000US48201312300,Census Tract 3123; Harris County; Texas,986,131,1249,212,986,131,442,104,2466,383,442,104,2466,383,544,112,57,42,1052,151,544,112,1052,151
3144,1400000US48201312400,Census Tract 3124; Harris County; Texas,877,257,928,148,877,257,250,97,1475,837,250,97,1475,837,627,256,0,15,873,416,627,256,873,416
3145,1400000US48201312501,Census Tract 3125.01; Harris County; Texas,1185,147,2396,240,1185,147,827,124,2465,239,827,124,2465,239,358,144,0,15,1975,840,358,144,1975,840
3146,1400000US48201312502,Census Tract 3125.02; Harris County; Texas,864,257,1565,462,864,257,186,87,2865,436,186,87,2865,436,678,266,0,15,1281,600,678,266,1281,600
3147,1400000US48201312601,Census Tract 3126.01; Harris County; Texas,1954,321,2020,195,1954,321,195,98,2875,1929,195,98,2875,1929,1759,319,0,15,2011,148,1759,319,2011,148
3148,1400000US48201312602,Census Tract 3126.02; Harris County; Texas,1158,143,2649,344,1158,143,632,174,2961,1032,632,174,2961,1032,526,159,10,17,2353,509,526,159,2353,509
3149,1400000US48201312603,Census Tract 3126.03; Harris County; Texas,2052,608,1513,414,2052,608,593,222,2111,649,593,222,2111,649,1459,619,38,57,995,819,1459,619,995,819
3150,1400000US48201312700,Census Tract 3127; Harris County; Texas,1176,218,1387,290,1176,218,440,131,2034,329,440,131,2034,329,736,219,17,19,1181,149,736,219,1181,149
3151,1400000US48201312800,Census Tract 3128; Harris County; Texas,783,109,343,87,783,109,107,57,958,900,107,57,958,900,676,114,55,63,299,65,676,114,299,65
3152,1400000US48201312901,Census Tract 3129.01; Harris County; Texas,795,90,944,72,795,90,133,61,861,494,133,61,861,494,662,103,34,42,948,65,662,103,948,65
3153,1400000US48201312902,Census Tract 3129.02; Harris County; Texas,1271,476,1175,576,1271,476,877,375,697,245,877,375,697,245,394,300,0,15,1393,85,394,300,1393,85
3154,1400000US48201313000,Census Tract 3130; Harris County; Texas,1411,190,1353,348,1411,190,569,174,1785,256,569,174,1785,256,842,177,79,81,1136,84,842,177,1136,84
3155,1400000US48201313101,Census Tract 3131.01; Harris County; Texas,1139,139,1968,242,1139,139,249,137,2740,510,249,137,2740,510,890,153,15,23,1911,160,890,153,1911,160
3156,1400000US48201313102,Census Tract 3131.02; Harris County; Texas,977,226,1955,393,977,226,286,129,1563,877,286,129,1563,877,691,204,0,15,2109,472,691,204,2109,472
3157,1400000US48201313201,Census Tract 3132.01; Harris County; Texas,720,132,996,181,720,132,400,132,1688,1646,400,132,1688,1646,320,94,25,23,936,196,320,94,936,196
3158,1400000US48201313202,Census Tract 3132.02; Harris County; Texas,1111,171,1388,130,1111,171,510,119,1528,1384,510,119,1528,1384,601,156,0,15,1379,90,601,156,1379,90
3159,1400000US48201313300,Census Tract 3133; Harris County; Texas,981,150,1008,147,981,150,496,127,927,289,496,127,927,289,485,102,119,90,1179,295,485,102,1179,295
3160,1400000US48201313400,Census Tract 3134; Harris County; Texas,1734,181,1086,123,1734,181,447,155,502,71,447,155,502,71,1287,222,0,15,1176,109,1287,222,1176,109
3161,1400000US48201313500,Census Tract 3135; Harris County; Texas,867,138,770,192,867,138,456,129,541,100,456,129,541,100,411,131,78,64,1053,113,411,131,1053,113
3162,1400000US48201313600,Census Tract 3136; Harris County; Texas,1894,251,894,206,1894,251,700,240,617,390,700,240,617,390,1194,234,62,60,1009,164,1194,234,1009,164
3163,1400000US48201313700,Census Tract 3137; Harris County; Texas,901,170,866,243,901,170,489,97,586,273,489,97,586,273,412,162,8,14,1053,222,412,162,1053,222
3164,1400000US48201313801,Census Tract 3138.01; Harris County; Texas,717,118,860,139,717,118,128,93,2043,1430,128,93,2043,1430,589,89,82,71,823,109,589,89,823,109
3165,1400000US48201313802,Census Tract 3138.02; Harris County; Texas,957,185,1077,89,957,185,255,95,-,**,255,95,-,**,702,146,21,33,1089,74,702,146,1089,74
3166,1400000US48201313901,Census Tract 3139.01; Harris County; Texas,1867,501,1797,161,1867,501,18,29,-,**,18,29,-,**,1849,503,47,83,1745,155,1849,503,1745,155
3167,1400000US48201313902,Census Tract 3139.02; Harris County; Texas,1459,177,1498,160,1459,177,305,161,1631,283,305,161,1631,283,1154,223,24,36,1466,128,1154,223,1466,128
3168,1400000US48201314001,Census Tract 3140.01; Harris County; Texas,1493,198,1211,115,1493,198,589,167,939,162,589,167,939,162,904,152,28,30,1302,113,904,152,1302,113
3169,1400000US48201314003,Census Tract 3140.03; Harris County; Texas,1436,248,1094,137,1436,248,0,15,-,**,0,15,-,**,1436,248,62,81,1094,137,1436,248,1094,137
3170,1400000US48201314004,Census Tract 3140.04; Harris County; Texas,1087,250,1169,88,1087,250,0,15,-,**,0,15,-,**,1087,250,0,15,1169,88,1087,250,1169,88
3171,1400000US48201314005,Census Tract 3140.05; Harris County; Texas,1795,437,1234,168,1795,437,415,204,1214,460,415,204,1214,460,1380,458,0,15,1238,193,1380,458,1238,193
3172,1400000US48201314301,Census Tract 3143.01; Harris County; Texas,1162,160,947,46,1162,160,243,146,654,121,243,146,654,121,919,204,0,15,980,46,919,204,980,46
3173,1400000US48201314302,Census Tract 3143.02; Harris County; Texas,1001,162,1114,58,1001,162,76,82,-,**,76,82,-,**,925,176,19,30,1137,56,925,176,1137,56
3174,1400000US48201314401,Census Tract 3144.01; Harris County; Texas,886,163,1488,82,886,163,90,60,1083,829,90,60,1083,829,796,143,25,26,1520,111,796,143,1520,111
3175,1400000US48201314402,Census Tract 3144.02; Harris County; Texas,1327,250,1341,123,1327,250,503,184,790,168,503,184,790,168,824,224,15,23,1466,164,824,224,1466,164
3176,1400000US48201320100,Census Tract 3201; Harris County; Texas,1056,219,906,135,1056,219,291,128,625,315,291,128,625,315,765,205,32,38,1036,124,765,205,1036,124
3177,1400000US48201320201,Census Tract 3202.01; Harris County; Texas,705,268,960,219,705,268,259,77,538,45,259,77,538,45,446,267,0,15,1103,288,446,267,1103,288
3178,1400000US48201320202,Census Tract 3202.02; Harris County; Texas,1315,290,826,88,1315,290,476,135,796,420,476,135,796,420,839,316,0,15,827,84,839,316,827,84
3179,1400000US48201320500,Census Tract 3205; Harris County; Texas,1173,229,717,267,1173,229,976,238,593,122,976,238,593,122,197,132,24,34,1630,236,197,132,1630,236
3180,1400000US48201320601,Census Tract 3206.01; Harris County; Texas,737,69,1076,105,737,69,386,83,1092,119,386,83,1092,119,351,73,11,16,1055,157,351,73,1055,157
3181,1400000US48201320602,Census Tract 3206.02; Harris County; Texas,1554,196,869,105,1554,196,691,195,577,114,691,195,577,114,863,238,46,46,951,42,863,238,951,42
3182,1400000US48201320700,Census Tract 3207; Harris County; Texas,1563,186,1124,76,1563,186,460,117,1339,711,460,117,1339,711,1103,172,10,15,1111,63,1103,172,1111,63
3183,1400000US48201320800,Census Tract 3208; Harris County; Texas,1509,297,1032,389,1509,297,718,160,536,201,718,160,536,201,791,311,48,41,1217,186,791,311,1217,186
3184,1400000US48201320901,Census Tract 3209.01; Harris County; Texas,1232,279,1078,265,1232,279,464,159,570,182,464,159,570,182,768,317,0,15,1243,308,768,317,1243,308
3185,1400000US48201320902,Census Tract 3209.02; Harris County; Texas,1188,374,1086,457,1188,374,808,199,737,209,808,199,737,209,380,373,57,89,1413,166,380,373,1413,166
3186,1400000US48201321001,Census Tract 3210.01; Harris County; Texas,1020,212,887,165,1020,212,462,217,673,52,462,217,673,52,558,126,0,15,1048,166,558,126,1048,166
3187,1400000US48201321002,Census Tract 3210.02; Harris County; Texas,1780,382,929,307,1780,382,1160,255,779,179,1160,255,779,179,620,344,19,31,1199,686,620,344,1199,686
3188,1400000US48201321101,Census Tract 3211.01; Harris County; Texas,1369,177,1316,125,1369,177,459,126,1596,178,459,126,1596,178,910,176,0,15,1214,73,910,176,1214,73
3189,1400000US48201321102,Census Tract 3211.02; Harris County; Texas,1200,257,1098,113,1200,257,1094,266,1067,125,1094,266,1067,125,106,76,0,15,1558,268,106,76,1558,268
3190,1400000US48201321200,Census Tract 3212; Harris County; Texas,1393,186,1028,100,1393,186,375,121,702,249,375,121,702,249,1018,181,54,84,1087,103,1018,181,1087,103
3191,1400000US48201321301,Census Tract 3213.01; Harris County; Texas,1319,263,1095,50,1319,263,8,23,-,**,8,23,-,**,1311,262,22,35,1095,49,1311,262,1095,49
3192,1400000US48201321302,Census Tract 3213.02; Harris County; Texas,572,44,787,285,572,44,401,107,592,207,401,107,592,207,171,122,0,15,1287,250,171,122,1287,250
3193,1400000US48201321401,Census Tract 3214.01; Harris County; Texas,1065,125,824,167,1065,125,750,141,705,144,750,141,705,144,315,93,26,25,1183,427,315,93,1183,427
3194,1400000US48201321402,Census Tract 3214.02; Harris County; Texas,1283,268,1374,150,1283,268,844,196,1383,203,844,196,1383,203,439,225,0,15,1354,318,439,225,1354,318
3195,1400000US48201321500,Census Tract 3215; Harris County; Texas,964,172,996,84,964,172,188,65,1068,980,188,65,1068,980,776,166,22,22,990,88,776,166,990,88
3196,1400000US48201321600,Census Tract 3216; Harris County; Texas,1900,181,1352,116,1900,181,1338,152,1319,172,1338,152,1319,172,562,228,10,17,1394,238,562,228,1394,238
3197,1400000US48201321700,Census Tract 3217; Harris County; Texas,1057,134,1064,213,1057,134,843,118,920,301,843,118,920,301,214,95,13,14,1553,274,214,95,1553,274
3198,1400000US48201321800,Census Tract 3218; Harris County; Texas,1168,166,988,127,1168,166,770,193,870,348,770,193,870,348,398,130,11,16,1071,156,398,130,1071,156
3199,1400000US48201321900,Census Tract 3219; Harris County; Texas,1435,163,939,377,1435,163,985,206,551,63,985,206,551,63,450,151,22,32,1312,163,450,151,1312,163
3200,1400000US48201322000,Census Tract 3220; Harris County; Texas,1312,206,941,65,1312,206,60,33,550,397,60,33,550,397,1252,218,28,44,946,64,1252,218,946,64
3201,1400000US48201322100,Census Tract 3221; Harris County; Texas,1334,206,975,102,1334,206,560,108,683,270,560,108,683,270,774,205,45,49,1127,271,774,205,1127,271
3202,1400000US48201322200,Census Tract 3222; Harris County; Texas,471,90,954,139,471,90,248,42,497,97,248,42,497,97,223,88,6,9,1053,122,223,88,1053,122
3203,1400000US48201322600,Census Tract 3226; Harris County; Texas,1698,230,1074,90,1698,230,1205,235,599,410,1205,235,599,410,493,122,17,21,1218,137,493,122,1218,137
