,geography,geographic_area_name,families_number,families_number_moe,families_percent_distribution,families_percent_distribution_moe,families_median_income,families_median_income_moe
5000,1400000US48339690605,Census Tract 6906.05; Montgomery County; Texas,1449,526,1449,526,"250,000+",***
5001,1400000US48339690606,Census Tract 6906.06; Montgomery County; Texas,1916,217,1916,217,192041,64919
5002,1400000US48339690607,Census Tract 6906.07; Montgomery County; Texas,1737,436,1737,436,141308,21982
5003,1400000US48339690608,Census Tract 6906.08; Montgomery County; Texas,1446,261,1446,261,150700,43946
5004,1400000US48339690609,Census Tract 6906.09; Montgomery County; Texas,1311,271,1311,271,136758,118117
5005,1400000US48339690610,Census Tract 6906.10; Montgomery County; Texas,1848,266,1848,266,139231,28825
5006,1400000US48339690701,Census Tract 6907.01; Montgomery County; Texas,1452,304,1452,304,99700,37933
5007,1400000US48339690702,Census Tract 6907.02; Montgomery County; Texas,1432,313,1432,313,165079,79790
5008,1400000US48339690800,Census Tract 6908; Montgomery County; Texas,1206,157,1206,157,159205,43191
5009,1400000US48339690900,Census Tract 6909; Montgomery County; Texas,1259,157,1259,157,216875,31401
5010,1400000US48339691000,Census Tract 6910; Montgomery County; Texas,1240,130,1240,130,203333,28676
5011,1400000US48339691100,Census Tract 6911; Montgomery County; Texas,1193,147,1193,147,144875,16259
5012,1400000US48339691201,Census Tract 6912.01; Montgomery County; Texas,951,225,951,225,223383,56888
5013,1400000US48339691202,Census Tract 6912.02; Montgomery County; Texas,1193,156,1193,156,166688,87831
5014,1400000US48339691301,Census Tract 6913.01; Montgomery County; Texas,1428,187,1428,187,150278,10803
5015,1400000US48339691302,Census Tract 6913.02; Montgomery County; Texas,1256,247,1256,247,93152,19873
5016,1400000US48339691401,Census Tract 6914.01; Montgomery County; Texas,657,247,657,247,59556,24996
5017,1400000US48339691402,Census Tract 6914.02; Montgomery County; Texas,983,251,983,251,134567,67617
5018,1400000US48339691403,Census Tract 6914.03; Montgomery County; Texas,1191,391,1191,391,54445,46462
5019,1400000US48339691500,Census Tract 6915; Montgomery County; Texas,1352,271,1352,271,131898,24227
5020,1400000US48339691601,Census Tract 6916.01; Montgomery County; Texas,1186,277,1186,277,95929,8073
5021,1400000US48339691602,Census Tract 6916.02; Montgomery County; Texas,1328,248,1328,248,76875,18007
5022,1400000US48339691700,Census Tract 6917; Montgomery County; Texas,1031,229,1031,229,215795,84681
5023,1400000US48339691801,Census Tract 6918.01; Montgomery County; Texas,1853,362,1853,362,80978,38018
5024,1400000US48339691802,Census Tract 6918.02; Montgomery County; Texas,762,104,762,104,120833,29193
5025,1400000US48339691900,Census Tract 6919; Montgomery County; Texas,1435,206,1435,206,112250,36287
5026,1400000US48339692003,Census Tract 6920.03; Montgomery County; Texas,943,223,943,223,156733,26438
5027,1400000US48339692004,Census Tract 6920.04; Montgomery County; Texas,1344,184,1344,184,130795,10745
5028,1400000US48339692005,Census Tract 6920.05; Montgomery County; Texas,1176,271,1176,271,173471,17764
5029,1400000US48339692006,Census Tract 6920.06; Montgomery County; Texas,1816,454,1816,454,131563,30634
5030,1400000US48339692007,Census Tract 6920.07; Montgomery County; Texas,1358,314,1358,314,83559,13932
5031,1400000US48339692008,Census Tract 6920.08; Montgomery County; Texas,2646,362,2646,362,153438,30601
5032,1400000US48339692009,Census Tract 6920.09; Montgomery County; Texas,3919,577,3919,577,172416,17745
5033,1400000US48339692010,Census Tract 6920.10; Montgomery County; Texas,1900,241,1900,241,226379,55320
5034,1400000US48339692101,Census Tract 6921.01; Montgomery County; Texas,1771,289,1771,289,110750,17423
5035,1400000US48339692102,Census Tract 6921.02; Montgomery County; Texas,904,140,904,140,144597,61165
5036,1400000US48339692103,Census Tract 6921.03; Montgomery County; Texas,1140,199,1140,199,123125,13864
5037,1400000US48339692201,Census Tract 6922.01; Montgomery County; Texas,1198,180,1198,180,70403,34487
5038,1400000US48339692202,Census Tract 6922.02; Montgomery County; Texas,1345,253,1345,253,85212,24339
5039,1400000US48339692301,Census Tract 6923.01; Montgomery County; Texas,1043,243,1043,243,149379,31952
5040,1400000US48339692302,Census Tract 6923.02; Montgomery County; Texas,1263,257,1263,257,115231,58085
5041,1400000US48339692303,Census Tract 6923.03; Montgomery County; Texas,1711,398,1711,398,77273,31153
5042,1400000US48339692304,Census Tract 6923.04; Montgomery County; Texas,2558,538,2558,538,144177,36056
5043,1400000US48339692401,Census Tract 6924.01; Montgomery County; Texas,919,177,919,177,71654,2699
5044,1400000US48339692402,Census Tract 6924.02; Montgomery County; Texas,2244,462,2244,462,137227,32043
5045,1400000US48339692501,Census Tract 6925.01; Montgomery County; Texas,1325,260,1325,260,68452,11469
5046,1400000US48339692502,Census Tract 6925.02; Montgomery County; Texas,895,249,895,249,46563,46370
5047,1400000US48339692601,Census Tract 6926.01; Montgomery County; Texas,1445,593,1445,593,48340,23500
5048,1400000US48339692603,Census Tract 6926.03; Montgomery County; Texas,952,454,952,454,68404,8705
5049,1400000US48339692604,Census Tract 6926.04; Montgomery County; Texas,2331,277,2331,277,98438,33121
5050,1400000US48339692605,Census Tract 6926.05; Montgomery County; Texas,1150,355,1150,355,77045,42782
5051,1400000US48339692701,Census Tract 6927.01; Montgomery County; Texas,935,309,935,309,80328,24225
5052,1400000US48339692702,Census Tract 6927.02; Montgomery County; Texas,1130,272,1130,272,107778,43304
5053,1400000US48339692802,Census Tract 6928.02; Montgomery County; Texas,2450,332,2450,332,89833,14728
5054,1400000US48339692803,Census Tract 6928.03; Montgomery County; Texas,1499,237,1499,237,73759,12056
5055,1400000US48339692804,Census Tract 6928.04; Montgomery County; Texas,1308,243,1308,243,100536,16620
5056,1400000US48339692900,Census Tract 6929; Montgomery County; Texas,1153,160,1153,160,69901,11999
5057,1400000US48339693001,Census Tract 6930.01; Montgomery County; Texas,1377,352,1377,352,70806,30366
5058,1400000US48339693002,Census Tract 6930.02; Montgomery County; Texas,2149,410,2149,410,76911,17805
5059,1400000US48339693102,Census Tract 6931.02; Montgomery County; Texas,1633,232,1633,232,80221,18381
5060,1400000US48339693103,Census Tract 6931.03; Montgomery County; Texas,716,126,716,126,45982,17185
5061,1400000US48339693104,Census Tract 6931.04; Montgomery County; Texas,510,99,510,99,59259,23105
5062,1400000US48339693201,Census Tract 6932.01; Montgomery County; Texas,926,186,926,186,128529,37867
5063,1400000US48339693202,Census Tract 6932.02; Montgomery County; Texas,1338,206,1338,206,145857,20699
5064,1400000US48339693301,Census Tract 6933.01; Montgomery County; Texas,941,184,941,184,111034,10640
5065,1400000US48339693302,Census Tract 6933.02; Montgomery County; Texas,404,113,404,113,29780,5188
5066,1400000US48339693303,Census Tract 6933.03; Montgomery County; Texas,739,148,739,148,73411,5278
5067,1400000US48339693304,Census Tract 6933.04; Montgomery County; Texas,506,214,506,214,184762,105914
5068,1400000US48339693401,Census Tract 6934.01; Montgomery County; Texas,367,90,367,90,-,**
5069,1400000US48339693402,Census Tract 6934.02; Montgomery County; Texas,519,185,519,185,47969,20421
5070,1400000US48339693501,Census Tract 6935.01; Montgomery County; Texas,232,70,232,70,118616,58465
5071,1400000US48339693502,Census Tract 6935.02; Montgomery County; Texas,609,213,609,213,82037,9630
5072,1400000US48339693503,Census Tract 6935.03; Montgomery County; Texas,714,193,714,193,43649,41497
5073,1400000US48339693600,Census Tract 6936; Montgomery County; Texas,1095,235,1095,235,63750,21599
5074,1400000US48339693701,Census Tract 6937.01; Montgomery County; Texas,798,235,798,235,127833,20308
5075,1400000US48339693702,Census Tract 6937.02; Montgomery County; Texas,1713,242,1713,242,129810,21148
5076,1400000US48339693703,Census Tract 6937.03; Montgomery County; Texas,1780,422,1780,422,115319,13421
5077,1400000US48339693800,Census Tract 6938; Montgomery County; Texas,1327,231,1327,231,43976,8257
5078,1400000US48339693901,Census Tract 6939.01; Montgomery County; Texas,932,172,932,172,64500,23721
5079,1400000US48339693902,Census Tract 6939.02; Montgomery County; Texas,1136,206,1136,206,100169,32556
5080,1400000US48339693903,Census Tract 6939.03; Montgomery County; Texas,1253,211,1253,211,39573,10019
5081,1400000US48339693904,Census Tract 6939.04; Montgomery County; Texas,0,15,0,15,-,**
5082,1400000US48339694001,Census Tract 6940.01; Montgomery County; Texas,1549,258,1549,258,106558,10809
5083,1400000US48339694002,Census Tract 6940.02; Montgomery County; Texas,1910,500,1910,500,75708,27269
5084,1400000US48339694103,Census Tract 6941.03; Montgomery County; Texas,733,227,733,227,115565,34818
5085,1400000US48339694104,Census Tract 6941.04; Montgomery County; Texas,690,186,690,186,77602,9909
5086,1400000US48339694105,Census Tract 6941.05; Montgomery County; Texas,1490,424,1490,424,65979,5650
5087,1400000US48339694106,Census Tract 6941.06; Montgomery County; Texas,1397,294,1397,294,75332,6512
5088,1400000US48339694107,Census Tract 6941.07; Montgomery County; Texas,1128,526,1128,526,135766,35311
5089,1400000US48339694203,Census Tract 6942.03; Montgomery County; Texas,493,233,493,233,79135,18449
5090,1400000US48339694204,Census Tract 6942.04; Montgomery County; Texas,1274,288,1274,288,64044,39250
5091,1400000US48339694205,Census Tract 6942.05; Montgomery County; Texas,514,97,514,97,89754,8034
5092,1400000US48339694206,Census Tract 6942.06; Montgomery County; Texas,1419,459,1419,459,108142,36672
5093,1400000US48339694207,Census Tract 6942.07; Montgomery County; Texas,277,60,277,60,152422,145329
5094,1400000US48339694208,Census Tract 6942.08; Montgomery County; Texas,1212,175,1212,175,98820,10953
5095,1400000US48339694209,Census Tract 6942.09; Montgomery County; Texas,1068,438,1068,438,100726,69156
5096,1400000US48339694210,Census Tract 6942.10; Montgomery County; Texas,742,184,742,184,149219,80859
5097,1400000US48339694303,Census Tract 6943.03; Montgomery County; Texas,1107,258,1107,258,144850,86130
5098,1400000US48339694304,Census Tract 6943.04; Montgomery County; Texas,1477,282,1477,282,179347,138178
5099,1400000US48339694305,Census Tract 6943.05; Montgomery County; Texas,1539,606,1539,606,150066,43221
5100,1400000US48339694306,Census Tract 6943.06; Montgomery County; Texas,1362,247,1362,247,121481,27858
5101,1400000US48339694307,Census Tract 6943.07; Montgomery County; Texas,561,181,561,181,99375,60186
5102,1400000US48339694308,Census Tract 6943.08; Montgomery County; Texas,754,169,754,169,135439,53482
5103,1400000US48339694309,Census Tract 6943.09; Montgomery County; Texas,976,222,976,222,143958,33276
5104,1400000US48339694401,Census Tract 6944.01; Montgomery County; Texas,685,167,685,167,67991,17890
5105,1400000US48339694402,Census Tract 6944.02; Montgomery County; Texas,1166,139,1166,139,96310,30294
5106,1400000US48339694403,Census Tract 6944.03; Montgomery County; Texas,825,222,825,222,76201,22122
5107,1400000US48339694501,Census Tract 6945.01; Montgomery County; Texas,613,279,613,279,161694,95948
5108,1400000US48339694502,Census Tract 6945.02; Montgomery County; Texas,1389,182,1389,182,159289,48632
5109,1400000US48339694503,Census Tract 6945.03; Montgomery County; Texas,3378,433,3378,433,159000,41150
5110,1400000US48339694601,Census Tract 6946.01; Montgomery County; Texas,489,103,489,103,104145,34385
5111,1400000US48339694602,Census Tract 6946.02; Montgomery County; Texas,458,136,458,136,98750,77063
5112,1400000US48339694603,Census Tract 6946.03; Montgomery County; Texas,1175,146,1175,146,102841,42152
5113,1400000US48339694700,Census Tract 6947; Montgomery County; Texas,952,136,952,136,118241,20911
5114,1400000US48341950100,Census Tract 9501; Moore County; Texas,800,112,800,112,58571,9613
5115,1400000US48341950201,Census Tract 9502.01; Moore County; Texas,570,114,570,114,54375,9730
5116,1400000US48341950202,Census Tract 9502.02; Moore County; Texas,1022,180,1022,180,76685,17463
5117,1400000US48341950301,Census Tract 9503.01; Moore County; Texas,571,140,571,140,54306,29312
5118,1400000US48341950302,Census Tract 9503.02; Moore County; Texas,1092,177,1092,177,98116,24657
5119,1400000US48341950400,Census Tract 9504; Moore County; Texas,1066,187,1066,187,68095,16491
5120,1400000US48343950100,Census Tract 9501; Morris County; Texas,1167,188,1167,188,62563,10736
5121,1400000US48343950200,Census Tract 9502; Morris County; Texas,1442,184,1442,184,58254,8836
5122,1400000US48343950300,Census Tract 9503; Morris County; Texas,600,94,600,94,54583,12509
5123,1400000US48345950100,Census Tract 9501; Motley County; Texas,315,53,315,53,71908,4610
5124,1400000US48347950100,Census Tract 9501; Nacogdoches County; Texas,880,171,880,171,79524,23310
5125,1400000US48347950200,Census Tract 9502; Nacogdoches County; Texas,1496,187,1496,187,78214,15578
5126,1400000US48347950303,Census Tract 9503.03; Nacogdoches County; Texas,985,202,985,202,76066,13863
5127,1400000US48347950304,Census Tract 9503.04; Nacogdoches County; Texas,1170,191,1170,191,66645,15019
5128,1400000US48347950305,Census Tract 9503.05; Nacogdoches County; Texas,1073,175,1073,175,73199,25747
5129,1400000US48347950306,Census Tract 9503.06; Nacogdoches County; Texas,848,202,848,202,62500,6618
5130,1400000US48347950401,Census Tract 9504.01; Nacogdoches County; Texas,1168,199,1168,199,96952,17130
5131,1400000US48347950402,Census Tract 9504.02; Nacogdoches County; Texas,1095,201,1095,201,85938,33204
5132,1400000US48347950501,Census Tract 9505.01; Nacogdoches County; Texas,494,145,494,145,-,**
5133,1400000US48347950502,Census Tract 9505.02; Nacogdoches County; Texas,1057,189,1057,189,99952,18759
5134,1400000US48347950600,Census Tract 9506; Nacogdoches County; Texas,319,108,319,108,37850,24141
5135,1400000US48347950700,Census Tract 9507; Nacogdoches County; Texas,782,144,782,144,41250,11208
5136,1400000US48347950800,Census Tract 9508; Nacogdoches County; Texas,983,180,983,180,61463,20000
5137,1400000US48347950900,Census Tract 9509; Nacogdoches County; Texas,737,191,737,191,24464,5582
5138,1400000US48347951001,Census Tract 9510.01; Nacogdoches County; Texas,195,100,195,100,-,**
5139,1400000US48347951002,Census Tract 9510.02; Nacogdoches County; Texas,880,241,880,241,40806,10927
5140,1400000US48347951100,Census Tract 9511; Nacogdoches County; Texas,1407,192,1407,192,78036,23078
5141,1400000US48349970100,Census Tract 9701; Navarro County; Texas,991,133,991,133,76350,10449
5142,1400000US48349970200,Census Tract 9702; Navarro County; Texas,1559,357,1559,357,102995,9859
5143,1400000US48349970301,Census Tract 9703.01; Navarro County; Texas,1036,162,1036,162,86250,16880
5144,1400000US48349970302,Census Tract 9703.02; Navarro County; Texas,894,168,894,168,58457,7463
5145,1400000US48349970400,Census Tract 9704; Navarro County; Texas,1219,158,1219,158,84408,21169
5146,1400000US48349970500,Census Tract 9705; Navarro County; Texas,1130,227,1130,227,47976,15799
5147,1400000US48349970600,Census Tract 9706; Navarro County; Texas,1002,135,1002,135,61528,6009
5148,1400000US48349970701,Census Tract 9707.01; Navarro County; Texas,1971,319,1971,319,54362,20973
5149,1400000US48349970800,Census Tract 9708; Navarro County; Texas,342,99,342,99,61471,44482
5150,1400000US48349970901,Census Tract 9709.01; Navarro County; Texas,1169,199,1169,199,57266,20559
5151,1400000US48349970902,Census Tract 9709.02; Navarro County; Texas,700,175,700,175,48631,26148
5152,1400000US48349971000,Census Tract 9710; Navarro County; Texas,866,142,866,142,77353,16548
5153,1400000US48351950100,Census Tract 9501; Newton County; Texas,532,103,532,103,58810,9637
5154,1400000US48351950201,Census Tract 9502.01; Newton County; Texas,657,135,657,135,50653,6878
5155,1400000US48351950202,Census Tract 9502.02; Newton County; Texas,796,159,796,159,51111,26225
5156,1400000US48351950300,Census Tract 9503; Newton County; Texas,769,166,769,166,62525,20209
5157,1400000US48351950400,Census Tract 9504; Newton County; Texas,642,121,642,121,59044,25275
5158,1400000US48353950100,Census Tract 9501; Nolan County; Texas,510,93,510,93,103529,12637
5159,1400000US48353950200,Census Tract 9502; Nolan County; Texas,931,141,931,141,74844,23810
5160,1400000US48353950300,Census Tract 9503; Nolan County; Texas,514,122,514,122,35000,6464
5161,1400000US48353950400,Census Tract 9504; Nolan County; Texas,899,138,899,138,52169,11142
